state,date,total_cases,deaths
RS,2021-01-01,451912,8917
SC,2021-01-01,494447,5270
SE,2021-01-01,113544,2492
SP,2021-01-01,1466191,46775
TO,2021-01-01,90592,1239
TOTAL,2021-01-01,7703019,195478
AC,2021-01-02,41941,798
AL,2021-01-02,105361,2502
AM,2021-01-02,201867,5325
AP,2021-01-02,68441,927
BA,2021-01-02,495286,9187
CE,2021-01-02,336574,10015
DF,2021-01-02,252874,4268
ES,2021-01-02,250244,5115
GO,2021-01-02,309320,6805
MA,2021-01-02,200976,4513
MG,2021-01-02,549302,12023
MS,2021-01-02,135917,2372
MT,2021-01-02,179947,4475
PA,2021-01-02,294010,7217
PB,2021-01-02,167615,3692
PE,2021-01-02,223325,9674
PI,2021-01-02,143489,2854
PR,2021-01-02,419615,8001
RJ,2021-01-02,435604,25608
RN,2021-01-02,119338,3009
RO,2021-01-02,96433,1825
RR,2021-01-02,68875,787
RS,2021-01-02,452920,8934
SC,2021-01-02,496524,5294
SE,2021-01-02,113916,2500
SP,2021-01-02,1467953,46808
TO,2021-01-02,90703,1242
TOTAL,2021-01-02,7718370,195770
AC,2021-01-03,42046,802
AL,2021-01-03,105714,2509
AM,2021-01-03,202413,5345
AP,2021-01-03,68568,927
BA,2021-01-03,496008,9218
CE,2021-01-03,336763,10024
DF,2021-01-03,253355,4269
ES,2021-01-03,251649,5124
GO,2021-01-03,309454,6805
MA,2021-01-03,201017,4518
MG,2021-01-03,550672,12037
MS,2021-01-03,136250,2398
MT,2021-01-03,180380,4488
PA,2021-01-03,294224,7223
PB,2021-01-03,168044,3706
PE,2021-01-03,223540,9679
PI,2021-01-03,143651,2856
PR,2021-01-03,421315,8028
RJ,2021-01-03,435739,25616
RN,2021-01-03,119835,3025
RO,2021-01-03,96906,1832
RR,2021-01-03,68947,787
RS,2021-01-03,454757,8954
SC,2021-01-03,497345,5314
SE,2021-01-03,114685,2508
SP,2021-01-03,1471422,46845
TO,2021-01-03,90860,1244
TOTAL,2021-01-03,7735559,196081
AC,2021-01-04,42117,806
AL,2021-01-04,106032,2515
AM,2021-01-04,202972,5368
AP,2021-01-04,68775,936
BA,2021-01-04,496823,9246
CE,2021-01-04,336975,10025
DF,2021-01-04,254310,4289
ES,2021-01-04,253115,5176
GO,2021-01-04,311067,6857
MA,2021-01-04,201093,4524
MG,2021-01-04,552104,12063
MS,2021-01-04,137570,2431
MT,2021-01-04,181913,4516
PA,2021-01-04,295439,7235
PB,2021-01-04,168179,3722
PE,2021-01-04,223845,9691
PI,2021-01-04,144200,2863
PR,2021-01-04,423041,8060
RJ,2021-01-04,439345,25617
RN,2021-01-04,120676,3060
RO,2021-01-04,97197,1840
RR,2021-01-04,69029,789
RS,2021-01-04,455326,9018
SC,2021-01-04,498910,5376
SE,2021-01-04,115636,2516
SP,2021-01-04,1473670,46888
TO,2021-01-04,91230,1248
TOTAL,2021-01-04,7760589,196675
AC,2021-01-05,42170,808
AL,2021-01-05,106410,2521
AM,2021-01-05,204900,5414
AP,2021-01-05,69096,943
BA,2021-01-05,499900,9276
CE,2021-01-05,339043,10053
DF,2021-01-05,255875,4328
ES,2021-01-05,255611,5202
GO,2021-01-05,312124,6898
MA,2021-01-05,201255,4531
MG,2021-01-05,556692,12083
MS,2021-01-05,139152,2459
MT,2021-01-05,182707,4529
PA,2021-01-05,296752,7247
PB,2021-01-05,168545,3740
PE,2021-01-05,225336,9709
PI,2021-01-05,144857,2873
PR,2021-01-05,427789,8155
RJ,2021-01-05,443607,25837
RN,2021-01-05,121495,3073
RO,2021-01-05,97854,1852
RR,2021-01-05,69180,789
RS,2021-01-05,460609,9125
SC,2021-01-05,502785,5420
SE,2021-01-05,116779,2524
SP,2021-01-05,1486551,47222
TO,2021-01-05,91596,1252
TOTAL,2021-01-05,7818670,197863
AC,2021-01-06,42378,814
AL,2021-01-06,106881,2529
AM,2021-01-06,207092,5500
AP,2021-01-06,69469,950
BA,2021-01-06,502938,9304
CE,2021-01-06,340312,10062
DF,2021-01-06,255875,4328
ES,2021-01-06,257295,5231
GO,2021-01-06,313755,6901
MA,2021-01-06,201454,4537
MG,2021-01-06,566207,12211
MS,2021-01-06,140463,2486
MT,2021-01-06,184753,4551
PA,2021-01-06,297974,7263
PB,2021-01-06,169646,3755
PE,2021-01-06,226940,9731
PI,2021-01-06,145384,2882
PR,2021-01-06,430873,8233
RJ,2021-01-06,448089,26068
RN,2021-01-06,122099,3081
RO,2021-01-06,98811,1875
RR,2021-01-06,69326,793
RS,2021-01-06,465337,9226
SC,2021-01-06,506897,5482
SE,2021-01-06,117818,2532
SP,2021-01-06,1501085,47511
TO,2021-01-06,92000,1257
TOTAL,2021-01-06,7881151,199093
AC,2021-01-07,42478,821
AL,2021-01-07,107279,2537
AM,2021-01-07,208798,5546
AP,2021-01-07,69874,956
BA,2021-01-07,505918,9333
CE,2021-01-07,342201,10106
DF,2021-01-07,256682,4337
ES,2021-01-07,258941,5265
GO,2021-01-07,315563,6933
MA,2021-01-07,201641,4542
MG,2021-01-07,571657,12366
MS,2021-01-07,141649,2511
MT,2021-01-07,185825,4564
PA,2021-01-07,299045,7280
PB,2021-01-07,170611,3773
PE,2021-01-07,228451,9763
PI,2021-01-07,145997,2891
PR,2021-01-07,463309,8630
RJ,2021-01-07,452758,26292
RN,2021-01-07,123257,3092
RO,2021-01-07,99595,1890
RR,2021-01-07,69461,793
RS,2021-01-07,470138,9293
SC,2021-01-07,511329,5522
SE,2021-01-07,119045,2544
SP,2021-01-07,1515158,47768
TO,2021-01-07,92446,1263
TOTAL,2021-01-07,7969106,200611
AC,2021-01-08,42814,823
AL,2021-01-08,107628,2545
AM,2021-01-08,211140,5615
AP,2021-01-08,70344,962
BA,2021-01-08,508695,9364
CE,2021-01-08,343887,10137
DF,2021-01-08,257355,4345
ES,2021-01-08,260970,5287
GO,2021-01-08,316852,6946
MA,2021-01-08,201745,4549
MG,2021-01-08,579469,12469
MS,2021-01-08,142765,2525
MT,2021-01-08,187183,4577
PA,2021-01-08,300454,7292
PB,2021-01-08,171547,3788
PE,2021-01-08,229701,9789
PI,2021-01-08,146779,2895
PR,2021-01-08,468373,8716
RJ,2021-01-08,454275,26480
RN,2021-01-08,124467,3100
RO,2021-01-08,100343,1899
RR,2021-01-08,69640,793
RS,2021-01-08,474917,9359
SC,2021-01-08,515209,5584
SE,2021-01-08,120262,2554
SP,2021-01-08,1528952,48029
TO,2021-01-08,92916,1267
TOTAL,2021-01-08,8028682,201689
AC,2021-01-09,42908,823
AL,2021-01-09,108109,2553
AM,2021-01-09,212996,5669
AP,2021-01-09,70676,969
BA,2021-01-09,511192,9392
CE,2021-01-09,344677,10150
DF,2021-01-09,258153,4351
ES,2021-01-09,262157,5307
GO,2021-01-09,317166,6964
MA,2021-01-09,201915,4555
MG,2021-01-09,587868,12594
MS,2021-01-09,143596,2546
MT,2021-01-09,188098,4595
PA,2021-01-09,301501,7304
PB,2021-01-09,172261,3800
PE,2021-01-09,230891,9826
PI,2021-01-09,147038,2897
PR,2021-01-09,471639,8742
RJ,2021-01-09,459866,26704
RN,2021-01-09,124467,3100
RO,2021-01-09,101024,1908
RR,2021-01-09,69732,793
RS,2021-01-09,478501,9413
SC,2021-01-09,518805,5611
SE,2021-01-09,121222,2563
SP,2021-01-09,1540513,48298
TO,2021-01-09,93099,1270
TOTAL,2021-01-09,8080070,202697
AC,2021-01-10,43127,825
AL,2021-01-10,108542,2561
AM,2021-01-10,213961,5701
AP,2021-01-10,70902,969
BA,2021-01-10,512841,9424
CE,2021-01-10,345002,10159
DF,2021-01-10,258811,4356
ES,2021-01-10,263504,5321
GO,2021-01-10,317477,6965
MA,2021-01-10,201945,4562
MG,2021-01-10,592311,12709
MS,2021-01-10,144051,2565
MT,2021-01-10,188338,4611
PA,2021-01-10,302125,7315
PB,2021-01-10,172776,3808
PE,2021-01-10,232037,9840
PI,2021-01-10,147509,2906
PR,2021-01-10,473279,8749
RJ,2021-01-10,460927,26749
RN,2021-01-10,125215,3112
RO,2021-01-10,101588,1911
RR,2021-01-10,69785,793
RS,2021-01-10,480480,9439
SC,2021-01-10,520577,5637
SE,2021-01-10,122594,2574
SP,2021-01-10,1546132,48351
TO,2021-01-10,93261,1274
TOTAL,2021-01-10,8109097,203186
AC,2021-01-11,43346,826
AL,2021-01-11,108820,2569
AM,2021-01-11,216112,5756
AP,2021-01-11,71287,976
BA,2021-01-11,513756,9453
CE,2021-01-11,345235,10162
DF,2021-01-11,259797,4368
ES,2021-01-11,265556,5354
GO,2021-01-11,319768,6965
MA,2021-01-11,202050,4568
MG,2021-01-11,595007,12736
MS,2021-01-11,145048,2587
MT,2021-01-11,190077,4621
PA,2021-01-11,303512,7339
PB,2021-01-11,173299,3824
PE,2021-01-11,232756,9851
PI,2021-01-11,148032,2915
PR,2021-01-11,474949,8768
RJ,2021-01-11,461561,26771
RN,2021-01-11,126049,3130
RO,2021-01-11,102518,1926
RR,2021-01-11,69888,795
RS,2021-01-11,482062,9498
SC,2021-01-11,522478,5677
SE,2021-01-11,123836,2585
SP,2021-01-11,1549142,48379
TO,2021-01-11,93895,1278
TOTAL,2021-01-11,8139836,203677
AC,2021-01-12,43432,827
AL,2021-01-12,109319,2577
AM,2021-01-12,218070,5810
AP,2021-01-12,71689,981
BA,2021-01-12,515861,9480
CE,2021-01-12,347518,10175
DF,2021-01-12,260797,4375
ES,2021-01-12,267451,5384
GO,2021-01-12,321948,7007
MA,2021-01-12,202314,4575
MG,2021-01-12,602833,12750
MS,2021-01-12,146143,2609
MT,2021-01-12,191315,4635
PA,2021-01-12,305012,7349
PB,2021-01-12,173518,3836
PE,2021-01-12,234238,9889
PI,2021-01-12,148867,2922
PR,2021-01-12,486349,8885
RJ,2021-01-12,465150,26976
RN,2021-01-12,126261,3140
RO,2021-01-12,103798,1951
RR,2021-01-12,70086,800
RS,2021-01-12,485757,9619
SC,2021-01-12,526024,5707
SE,2021-01-12,124276,2595
SP,2021-01-12,1561844,48662
TO,2021-01-12,94381,1286
TOTAL,2021-01-12,8204251,204802
AC,2021-01-13,43785,829
AL,2021-01-13,109720,2585
AM,2021-01-13,219544,5879
AP,2021-01-13,72049,987
BA,2021-01-13,518955,9512
CE,2021-01-13,348912,10204
DF,2021-01-13,261456,4388
ES,2021-01-13,269223,5419
GO,2021-01-13,324064,7020
MA,2021-01-13,202574,4583
MG,2021-01-13,611152,12894
MS,2021-01-13,147249,2625
MT,2021-01-13,193054,4654
PA,2021-01-13,306029,7366
PB,2021-01-13,174199,3845
PE,2021-01-13,236041,9919
PI,2021-01-13,149686,2930
PR,2021-01-13,486843,8916
RJ,2021-01-13,469437,27241
RN,2021-01-13,127627,3154
RO,2021-01-13,104737,1966
RR,2021-01-13,70346,800
RS,2021-01-13,490980,9699
SC,2021-01-13,529389,5765
SE,2021-01-13,124942,2607
SP,2021-01-13,1577119,48985
TO,2021-01-13,94945,1294
TOTAL,2021-01-13,8264057,206066
AC,2021-01-14,44068,832
AL,2021-01-14,110112,2593
AM,2021-01-14,223360,5930
AP,2021-01-14,72422,991
BA,2021-01-14,523068,9543
CE,2021-01-14,350571,10209
DF,2021-01-14,262222,4399
ES,2021-01-14,271041,5450
GO,2021-01-14,326130,7065
MA,2021-01-14,202839,4588
MG,2021-01-14,619846,13028
MS,2021-01-14,148415,2648
MT,2021-01-14,194917,4674
PA,2021-01-14,307520,7376
PB,2021-01-14,175227,3857
PE,2021-01-14,237453,9946
PI,2021-01-14,150374,2935
PR,2021-01-14,492654,8977
RJ,2021-01-14,473648,27441
RN,2021-01-14,128601,3166
RO,2021-01-14,105952,1976
RR,2021-01-14,70475,805
RS,2021-01-14,495585,9790
SC,2021-01-14,533338,5794
SE,2021-01-14,126204,2617
SP,2021-01-14,1590829,49289
TO,2021-01-14,95503,1301
TOTAL,2021-01-14,8332374,207220
AC,2021-01-15,44156,835
AL,2021-01-15,110572,2602
AM,2021-01-15,226511,6043
AP,2021-01-15,72824,994
BA,2021-01-15,528539,9575
CE,2021-01-15,351731,10220
DF,2021-01-15,262928,4406
ES,2021-01-15,273031,5474
GO,2021-01-15,327821,7077
MA,2021-01-15,203156,4594
MG,2021-01-15,628966,13182
MS,2021-01-15,149731,2661
MT,2021-01-15,196313,4689
PA,2021-01-15,308936,7388
PB,2021-01-15,175997,3869
PE,2021-01-15,239155,9964
PI,2021-01-15,151046,2945
PR,2021-01-15,497505,9042
RJ,2021-01-15,477044,27591
RN,2021-01-15,130335,3190
RO,2021-01-15,107332,1993
RR,2021-01-15,70752,811
RS,2021-01-15,500792,9838
SC,2021-01-15,537036,5836
SE,2021-01-15,127349,2629
SP,2021-01-15,1605845,49600
TO,2021-01-15,96058,1308
TOTAL,2021-01-15,8401461,208356
AC,2021-01-16,44621,835
AL,2021-01-16,110968,2611
AM,2021-01-16,229367,6123
AP,2021-01-16,73213,996
BA,2021-01-16,534371,9606
CE,2021-01-16,353979,10223
DF,2021-01-16,263756,4412
ES,2021-01-16,274509,5493
GO,2021-01-16,328062,7102
MA,2021-01-16,203334,4601
MG,2021-01-16,636797,13355
MS,2021-01-16,150498,2674
MT,2021-01-16,197356,4710
PA,2021-01-16,309526,7397
PB,2021-01-16,176835,3880
PE,2021-01-16,240605,9993
PI,2021-01-16,151397,2950
PR,2021-01-16,501036,9073
RJ,2021-01-16,481111,27755
RN,2021-01-16,130350,3190
RO,2021-01-16,108173,1999
RR,2021-01-16,70948,811
RS,2021-01-16,505021,9876
SC,2021-01-16,540342,5867
SE,2021-01-16,127715,2640
SP,2021-01-16,1619619,49885
TO,2021-01-16,96390,1313
TOTAL,2021-01-16,8459899,209370
AC,2021-01-17,44767,836
AL,2021-01-17,111443,2620
AM,2021-01-17,230644,6191
AP,2021-01-17,73417,996
BA,2021-01-17,537772,9638
CE,2021-01-17,353979,10223
DF,2021-01-17,264227,4421
ES,2021-01-17,275504,5506
GO,2021-01-17,328197,7102
MA,2021-01-17,203423,4606
MG,2021-01-17,643609,13465
MS,2021-01-17,150944,2686
MT,2021-01-17,197916,4721
PA,2021-01-17,309816,7412
PB,2021-01-17,177843,3902
PE,2021-01-17,241087,10020
PI,2021-01-17,151619,2961
PR,2021-01-17,502599,9092
RJ,2021-01-17,482058,27791
RN,2021-01-17,131375,3196
RO,2021-01-17,109056,2005
RR,2021-01-17,71065,811
RS,2021-01-17,506885,9921
SC,2021-01-17,541745,5886
SE,2021-01-17,128395,2652
SP,2021-01-17,1625339,49945
TO,2021-01-17,96589,1316
TOTAL,2021-01-17,8491313,209921
AC,2021-01-18,44775,837
AL,2021-01-18,111724,2629
AM,2021-01-18,232434,6308
AP,2021-01-18,73626,1005
BA,2021-01-18,540320,9667
CE,2021-01-18,356117,10240
DF,2021-01-18,265274,4427
ES,2021-01-18,277357,5536
GO,2021-01-18,330106,7107
MA,2021-01-18,203581,4613
MG,2021-01-18,646091,13483
MS,2021-01-18,152026,2705
MT,2021-01-18,199035,4743
PA,2021-01-18,311063,7427
PB,2021-01-18,177843,3902
PE,2021-01-18,241409,10031
PI,2021-01-18,152211,2968
PR,2021-01-18,503712,9054
RJ,2021-01-18,482431,27805
RN,2021-01-18,131770,3205
RO,2021-01-18,110331,2031
RR,2021-01-18,71232,816
RS,2021-01-18,508058,9967
SC,2021-01-18,543389,5919
SE,2021-01-18,128854,2662
SP,2021-01-18,1628272,49987
TO,2021-01-18,97196,1323
TOTAL,2021-01-18,8520237,210397
AC,2021-01-19,45208,839
AL,2021-01-19,112097,2638
AM,2021-01-19,233971,6450
AP,2021-01-19,74045,1010
BA,2021-01-19,544324,9697
CE,2021-01-19,356985,10243
DF,2021-01-19,265886,4436
ES,2021-01-19,279039,5565
GO,2021-01-19,332391,7107
MA,2021-01-19,203964,4618
MG,2021-01-19,651956,13507
MS,2021-01-19,153057,2723
MT,2021-01-19,201014,4774
PA,2021-01-19,312632,7434
PB,2021-01-19,178081,3912
PE,2021-01-19,243044,10059
PI,2021-01-19,152997,2976
PR,2021-01-19,508570,9132
RJ,2021-01-19,486806,28026
RN,2021-01-19,133099,3209
RO,2021-01-19,111372,2044
RR,2021-01-19,71451,816
RS,2021-01-19,512343,10051
SC,2021-01-19,546522,5969
SE,2021-01-19,129505,2674
SP,2021-01-19,1644225,50318
TO,2021-01-19,97790,1330
TOTAL,2021-01-19,8582374,211557
AC,2021-01-20,45429,840
AL,2021-01-20,112476,2647
AM,2021-01-20,238980,6598
AP,2021-01-20,74310,1016
BA,2021-01-20,549315,9728
CE,2021-01-20,358404,10261
DF,2021-01-20,266506,4442
ES,2021-01-20,280426,5590
GO,2021-01-20,334271,7194
MA,2021-01-20,204300,4624
MG,2021-01-20,659385,13721
MS,2021-01-20,154121,2741
MT,2021-01-20,202616,4805
PA,2021-01-20,314119,7458
PB,2021-01-20,179353,3926
PE,2021-01-20,244814,10098
PI,2021-01-20,153771,2985
PR,2021-01-20,512337,9186
RJ,2021-01-20,490821,28215
RN,2021-01-20,133998,3220
RO,2021-01-20,112468,2056
RR,2021-01-20,71583,819
RS,2021-01-20,516288,10123
SC,2021-01-20,549579,5988
SE,2021-01-20,130286,2685
SP,2021-01-20,1658636,50652
TO,2021-01-20,98252,1334
TOTAL,2021-01-20,8646844,212952
AC,2021-01-21,45729,844
AL,2021-01-21,112854,2656
AM,2021-01-21,241182,6757
AP,2021-01-21,74535,1019
BA,2021-01-21,553770,9760
CE,2021-01-21,359678,10299
DF,2021-01-21,267340,4452
ES,2021-01-21,282044,5615
GO,2021-01-21,335649,7226
MA,2021-01-21,204767,4631
MG,2021-01-21,668216,13891
MS,2021-01-21,155010,2771
MT,2021-01-21,204031,4830
PA,2021-01-21,316176,7470
PB,2021-01-21,180464,3939
PE,2021-01-21,246799,10133
PI,2021-01-21,154397,2989
PR,2021-01-21,515464,9243
RJ,2021-01-21,494127,28440
RN,2021-01-21,134844,3240
RO,2021-01-21,113778,2070
RR,2021-01-21,71740,819
RS,2021-01-21,520313,10196
SC,2021-01-21,552310,6036
SE,2021-01-21,131023,2697
SP,2021-01-21,1670754,50938
TO,2021-01-21,98787,1338
TOTAL,2021-01-21,8705781,214299
AC,2021-01-22,45987,846
AL,2021-01-22,113205,2665
AM,2021-01-22,245157,6889
AP,2021-01-22,74874,1022
BA,2021-01-22,557900,9794
CE,2021-01-22,360973,10320
DF,2021-01-22,268394,4460
ES,2021-01-22,283996,5634
GO,2021-01-22,337857,7261
MA,2021-01-22,205065,4639
MG,2021-01-22,677809,14010
MS,2021-01-22,155972,2794
MT,2021-01-22,205616,4858
PA,2021-01-22,317876,7487
PB,2021-01-22,181773,3955
PE,2021-01-22,248513,10152
PI,2021-01-22,155105,2999
PR,2021-01-22,519042,9292
RJ,2021-01-22,494796,28592
RN,2021-01-22,135736,3247
RO,2021-01-22,115200,2085
RR,2021-01-22,72127,821
RS,2021-01-22,523367,10241
SC,2021-01-22,555148,6061
SE,2021-01-22,131835,2710
SP,2021-01-22,1679759,51192
TO,2021-01-22,99290,1344
TOTAL,2021-01-22,8762372,215370
AC,2021-01-23,46239,848
AL,2021-01-23,113662,2674
AM,2021-01-23,248561,7051
AP,2021-01-23,75054,1025
BA,2021-01-23,562466,9827
CE,2021-01-23,362351,10331
DF,2021-01-23,269350,4468
ES,2021-01-23,284854,5658
GO,2021-01-23,338076,7282
MA,2021-01-23,205396,4644
MG,2021-01-23,686682,14148
MS,2021-01-23,156459,2812
MT,2021-01-23,206598,4882
PA,2021-01-23,318777,7499
PB,2021-01-23,182907,3968
PE,2021-01-23,250165,10177
PI,2021-01-23,155362,3004
PR,2021-01-23,522169,9355
RJ,2021-01-23,500185,28812
RN,2021-01-23,135774,3247
RO,2021-01-23,116133,2097
RR,2021-01-23,72313,821
RS,2021-01-23,527182,10299
SC,2021-01-23,557774,6097
SE,2021-01-23,132337,2719
SP,2021-01-23,1694355,51423
TO,2021-01-23,99485,1347
TOTAL,2021-01-23,8820666,216515
AC,2021-01-24,46429,850
AL,2021-01-24,114169,2683
AM,2021-01-24,249713,7146
AP,2021-01-24,75249,1025
BA,2021-01-24,565320,9857
CE,2021-01-24,363967,10332
DF,2021-01-24,270171,4476
ES,2021-01-24,285654,5668
GO,2021-01-24,338155,7286
MA,2021-01-24,205481,4649
MG,2021-01-24,690853,14279
MS,2021-01-24,156711,2819
MT,2021-01-24,206937,4895
PA,2021-01-24,319545,7530
PB,2021-01-24,183726,3980
PE,2021-01-24,250702,10193
PI,2021-01-24,155723,3012
PR,2021-01-24,523990,9395
RJ,2021-01-24,501202,28833
RN,2021-01-24,137024,3257
RO,2021-01-24,117101,2111
RR,2021-01-24,72462,821
RS,2021-01-24,528045,10311
SC,2021-01-24,558975,6124
SE,2021-01-24,132829,2727
SP,2021-01-24,1699427,51502
TO,2021-01-24,99623,1348
TOTAL,2021-01-24,8849183,217109
AC,2021-01-25,46539,854
AL,2021-01-25,114836,2692
AM,2021-01-25,250935,7232
AP,2021-01-25,75400,1032
BA,2021-01-25,566743,9886
CE,2021-01-25,365640,10363
DF,2021-01-25,271319,4490
ES,2021-01-25,287205,5716
GO,2021-01-25,340899,7295
MA,2021-01-25,205621,4653
MG,2021-01-25,693550,14305
MS,2021-01-25,157758,2839
MT,2021-01-25,207851,4919
PA,2021-01-25,320894,7544
PB,2021-01-25,184907,3991
PE,2021-01-25,251291,10200
PI,2021-01-25,156149,3020
PR,2021-01-25,525860,9507
RJ,2021-01-25,501436,28856
RN,2021-01-25,137640,3273
RO,2021-01-25,118097,2128
RR,2021-01-25,72656,835
RS,2021-01-25,528950,10360
SC,2021-01-25,561382,6163
SE,2021-01-25,133655,2736
SP,2021-01-25,1702294,51556
TO,2021-01-25,100204,1353
TOTAL,2021-01-25,8879711,217798
AC,2021-01-26,46774,856
AL,2021-01-26,115383,2701
AM,2021-01-26,254460,7424
AP,2021-01-26,75641,1036
BA,2021-01-26,570092,9920
CE,2021-01-26,366789,10380
DF,2021-01-26,272375,4505
ES,2021-01-26,288360,5747
GO,2021-01-26,342816,7318
MA,2021-01-26,205920,4657
MG,2021-01-26,699257,14328
MS,2021-01-26,158340,2848
MT,2021-01-26,209404,4944
PA,2021-01-26,323290,7552
PB,2021-01-26,186033,4003
PE,2021-01-26,253415,10222
PI,2021-01-26,156875,3031
PR,2021-01-26,532689,9584
RJ,2021-01-26,505596,29043
RN,2021-01-26,138471,3276
RO,2021-01-26,119336,2149
RR,2021-01-26,72921,837
RS,2021-01-26,532944,10443
SC,2021-01-26,564163,6205
SE,2021-01-26,134003,2746
SP,2021-01-26,1715253,51838
TO,2021-01-26,100709,1359
TOTAL,2021-01-26,8941309,218952
AC,2021-01-27,47119,858
AL,2021-01-27,115946,2710
AM,2021-01-27,257606,7560
AP,2021-01-27,75940,1040
BA,2021-01-27,574062,9952
CE,2021-01-27,367722,10423
DF,2021-01-27,273427,4508
ES,2021-01-27,289606,5777
GO,2021-01-27,345682,7344
MA,2021-01-27,206290,4662
MG,2021-01-27,707649,14544
MS,2021-01-27,159131,2871
MT,2021-01-27,211052,4968
PA,2021-01-27,325562,7564
PB,2021-01-27,187246,4014
PE,2021-01-27,255483,10251
PI,2021-01-27,157469,3039
PR,2021-01-27,535961,9652
RJ,2021-01-27,509113,29230
RN,2021-01-27,138933,3280
RO,2021-01-27,121005,2167
RR,2021-01-27,73238,843
RS,2021-01-27,536746,10512
SC,2021-01-27,567112,6228
SE,2021-01-27,134556,2755
SP,2021-01-27,1731294,52170
TO,2021-01-27,101120,1366
TOTAL,2021-01-27,9006070,220288
AC,2021-01-28,47461,860
AL,2021-01-28,116379,2719
AM,2021-01-28,259458,7673
AP,2021-01-28,76311,1048
BA,2021-01-28,577707,9987
CE,2021-01-28,369245,10449
DF,2021-01-28,274601,4519
ES,2021-01-28,290775,5796
GO,2021-01-28,347895,7427
MA,2021-01-28,206680,4669
MG,2021-01-28,715967,14699
MS,2021-01-28,159881,2885
MT,2021-01-28,212544,4993
PA,2021-01-28,327281,7578
PB,2021-01-28,188290,4025
PE,2021-01-28,256977,10279
PI,2021-01-28,157775,3045
PR,2021-01-28,540452,9879
RJ,2021-01-28,512791,29417
RN,2021-01-28,139761,3294
RO,2021-01-28,121975,2192
RR,2021-01-28,73654,849
RS,2021-01-28,540157,10567
SC,2021-01-28,569676,6264
SE,2021-01-28,135385,2760
SP,2021-01-28,1746070,52481
TO,2021-01-28,101666,1371
TOTAL,2021-01-28,9066814,221725
AC,2021-01-29,47936,861
AL,2021-01-29,116773,2728
AM,2021-01-29,261574,7793
AP,2021-01-29,76688,1057
BA,2021-01-29,581880,10021
CE,2021-01-29,370300,10465
DF,2021-01-29,275688,4533
ES,2021-01-29,292388,5820
GO,2021-01-29,350257,7480
MA,2021-01-29,207145,4678
MG,2021-01-29,721967,14819
MS,2021-01-29,160623,2898
MT,2021-01-29,214346,5016
PA,2021-01-29,328800,7618
PB,2021-01-29,189415,4036
PE,2021-01-29,258725,10304
PI,2021-01-29,158584,3051
PR,2021-01-29,543568,9923
RJ,2021-01-29,516868,29563
RN,2021-01-29,140716,3296
RO,2021-01-29,123200,2216
RR,2021-01-29,73909,856
RS,2021-01-29,543499,10615
SC,2021-01-29,573104,6298
SE,2021-01-29,136280,2766
SP,2021-01-29,1759957,52722
TO,2021-01-29,102108,1376
TOTAL,2021-01-29,9126298,222809
AC,2021-01-30,48347,864
AL,2021-01-30,117287,2737
AM,2021-01-30,265994,8018
AP,2021-01-30,76884,1059
BA,2021-01-30,585958,10059
CE,2021-01-30,370300,10465
DF,2021-01-30,276572,4545
ES,2021-01-30,293030,5841
GO,2021-01-30,350440,7487
MA,2021-01-30,207415,4688
MG,2021-01-30,729968,14939
MS,2021-01-30,161021,2909
MT,2021-01-30,215392,5036
PA,2021-01-30,329306,7636
PB,2021-01-30,190480,4048
PE,2021-01-30,260679,10332
PI,2021-01-30,159023,3058
PR,2021-01-30,547430,10013
RJ,2021-01-30,520730,29789
RN,2021-01-30,140716,3296
RO,2021-01-30,123957,2229
RR,2021-01-30,74115,856
RS,2021-01-30,546708,10663
SC,2021-01-30,575616,6325
SE,2021-01-30,136799,2773
SP,2021-01-30,1773024,52954
TO,2021-01-30,102217,1382
TOTAL,2021-01-30,9179408,224001
AC,2021-01-31,48467,867
AL,2021-01-31,117768,2746
AM,2021-01-31,267394,8117
AP,2021-01-31,77041,1059
BA,2021-01-31,588106,10097
CE,2021-01-31,373611,10477
DF,2021-01-31,277110,4554
ES,2021-01-31,294129,5858
GO,2021-01-31,350729,7488
MA,2021-01-31,207488,4697
MG,2021-01-31,734486,15060
MS,2021-01-31,161371,2921
MT,2021-01-31,215805,5050
PA,2021-01-31,329486,7655
PB,2021-01-31,191584,4056
PE,2021-01-31,261300,10348
PI,2021-01-31,159290,3065
PR,2021-01-31,549333,10030
RJ,2021-01-31,520967,29811
RN,2021-01-31,141684,3306
RO,2021-01-31,124663,2244
RR,2021-01-31,74264,856
RS,2021-01-31,547282,10669
SC,2021-01-31,576815,6340
SE,2021-01-31,137417,2778
SP,2021-01-31,1777368,53034
TO,2021-01-31,102348,1386
TOTAL,2021-01-31,9207306,224569
AC,2021-02-01,48820,873
AL,2021-02-01,118220,2754
AM,2021-02-01,268717,8266
AP,2021-02-01,77404,1064
BA,2021-02-01,589234,10136
CE,2021-02-01,375024,10486
DF,2021-02-01,277907,4564
ES,2021-02-01,295359,5888
GO,2021-02-01,352399,7499
MA,2021-02-01,207649,4708
MG,2021-02-01,736265,15094
MS,2021-02-01,162220,2937
MT,2021-02-01,216797,5074
PA,2021-02-01,331163,7669
PB,2021-02-01,192598,4068
PE,2021-02-01,261745,10364
PI,2021-02-01,159741,3072
PR,2021-02-01,551985,10048
RJ,2021-02-01,522998,29848
RN,2021-02-01,142250,3318
RO,2021-02-01,125612,2259
